employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100136,Commercial,Data Analyst,III,Leadership,tiki,6.000,10.000,166.67,166.67,95.62
EMP100136,Commercial,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,95.62
EMP100137,HR & Corp Affairs,Brand Executive,III,Cognitive Ability,iq,109.000,125.000,114.68,114.68,93.78
EMP100137,HR & Corp Affairs,Brand Executive,III,Leadership,tiki,6.000,10.000,166.67,166.67,93.78
EMP100137,HR & Corp Affairs,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,93.78
EMP100138,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,null,0.00,0.00,50.00
EMP100138,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,9.000,150.00,150.00,50.00
EMP100138,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,50.00
EMP100140,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,null,0.00,0.00,5.56
EMP100140,Commercial,Supply Planner,III,Leadership,tiki,6.000,1.000,16.67,16.67,5.56
EMP100140,Commercial,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,5.56
EMP100143,Technology,Data Analyst,IV,Cognitive Ability,iq,109.000,122.000,111.93,111.93,53.98
EMP100143,Technology,Data Analyst,IV,Leadership,tiki,6.000,3.000,50.00,50.00,53.98
EMP100143,Technology,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,53.98
EMP100145,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,107.000,98.17,98.17,82.72
EMP100145,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,9.000,150.00,150.00,82.72
EMP100145,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,82.72
EMP100146,HR & Corp Affairs,Sales Supervisor,III,Cognitive Ability,iq,109.000,120.000,110.09,110.09,86.70
EMP100146,HR & Corp Affairs,Sales Supervisor,III,Leadership,tiki,6.000,9.000,150.00,150.00,86.70
EMP100146,HR & Corp Affairs,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,86.70
EMP100151,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,123.000,112.84,112.84,93.17
EMP100151,Technology,Finance Officer,III,Leadership,tiki,6.000,10.000,166.67,166.67,93.17
EMP100151,Technology,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,93.17
EMP100152,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,93.000,85.32,85.32,61.77
EMP100152,Technology,Data Analyst,V,Leadership,tiki,6.000,6.000,100.00,100.00,61.77
EMP100152,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,61.77
EMP100153,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,null,0.00,0.00,83.33
EMP100153,Technology,Finance Officer,III,Leadership,tiki,6.000,9.000,150.00,150.00,83.33
EMP100153,Technology,Finance Officer,III,Personality,disc_word,null,null,100.00,100.00,83.33
EMP100154,HR & Corp Affairs,Data Analyst,IV,Cognitive Ability,iq,109.000,117.000,107.34,107.34,91.34
EMP100154,HR & Corp Affairs,Data Analyst,IV,Leadership,tiki,6.000,10.000,166.67,166.67,91.34
EMP100154,HR & Corp Affairs,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,91.34
EMP100155,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP100155,Technology,Finance Officer,III,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP100155,Technology,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,22.22
EMP100156,Technology,HRBP,III,Cognitive Ability,iq,109.000,80.000,73.39,73.39,63.35
EMP100156,Technology,HRBP,III,Leadership,tiki,6.000,7.000,116.67,116.67,63.35
EMP100156,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,63.35
EMP100157,HR & Corp Affairs,Brand Executive,V,Cognitive Ability,iq,109.000,118.000,108.26,108.26,58.31
EMP100157,HR & Corp Affairs,Brand Executive,V,Leadership,tiki,6.000,4.000,66.67,66.67,58.31
EMP100157,HR & Corp Affairs,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,58.31
EMP100158,Commercial,HRBP,V,Cognitive Ability,iq,109.000,137.000,125.69,125.69,75.23
EMP100158,Commercial,HRBP,V,Leadership,tiki,6.000,6.000,100.00,100.00,75.23
EMP100158,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,75.23
EMP100160,HR & Corp Affairs,Brand Executive,IV,Cognitive Ability,iq,109.000,133.000,122.02,122.02,62.90
EMP100160,HR & Corp Affairs,Brand Executive,IV,Leadership,tiki,6.000,4.000,66.67,66.67,62.90
EMP100160,HR & Corp Affairs,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,62.90
EMP100161,Technology,Supply Planner,III,Cognitive Ability,iq,109.000,113.000,103.67,103.67,51.22
EMP100161,Technology,Supply Planner,III,Leadership,tiki,6.000,3.000,50.00,50.00,51.22
EMP100161,Technology,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,51.22
EMP100162,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,138.000,126.61,126.61,53.31
EMP100162,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,2.000,33.33,33.33,53.31
EMP100162,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,53.31
EMP100163,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,137.000,125.69,125.69,97.45
EMP100163,Technology,Data Analyst,III,Leadership,tiki,6.000,10.000,166.67,166.67,97.45
EMP100163,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,97.45
EMP100165,Commercial,Supply Planner,V,Cognitive Ability,iq,109.000,123.000,112.84,112.84,65.39
EMP100165,Commercial,Supply Planner,V,Leadership,tiki,6.000,5.000,83.33,83.33,65.39
EMP100165,Commercial,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,65.39
EMP100167,Technology,HRBP,III,Cognitive Ability,iq,109.000,119.000,109.17,109.17,41.95
EMP100167,Technology,HRBP,III,Leadership,tiki,6.000,1.000,16.67,16.67,41.95
EMP100167,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,41.95
EMP100169,HR & Corp Affairs,HRBP,IV,Cognitive Ability,iq,109.000,101.000,92.66,92.66,47.55
EMP100169,HR & Corp Affairs,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,47.55
EMP100169,HR & Corp Affairs,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,47.55
EMP100170,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP100170,Technology,Brand Executive,III,Leadership,tiki,6.000,1.000,16.67,16.67,38.89
EMP100170,Technology,Brand Executive,III,Personality,disc_word,null,null,100.00,100.00,38.89
EMP100171,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,136.000,124.77,124.77,63.81
EMP100171,Technology,Data Analyst,V,Leadership,tiki,6.000,4.000,66.67,66.67,63.81
EMP100171,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,63.81
EMP100172,Commercial,Supply Planner,V,Cognitive Ability,iq,109.000,115.000,105.50,105.50,124.06
EMP100172,Commercial,Supply Planner,V,Leadership,tiki,6.000,10.000,166.67,166.67,124.06
EMP100172,Commercial,Supply Planner,V,Personality,disc_word,null,null,100.00,100.00,124.06
EMP100173,HR & Corp Affairs,Supply Planner,V,Cognitive Ability,iq,109.000,null,0.00,0.00,11.11
EMP100173,HR & Corp Affairs,Supply Planner,V,Leadership,tiki,6.000,2.000,33.33,33.33,11.11
EMP100173,HR & Corp Affairs,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,11.11
EMP100174,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP100174,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP100174,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,22.22
EMP100175,Commercial,Data Analyst,III,Cognitive Ability,iq,109.000,133.000,122.02,122.02,57.34
EMP100175,Commercial,Data Analyst,III,Leadership,tiki,6.000,3.000,50.00,50.00,57.34
EMP100175,Commercial,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,57.34
EMP100176,Commercial,Supply Planner,III,Cognitive Ability,iq,109.000,134.000,122.94,122.94,74.31
EMP100176,Commercial,Supply Planner,III,Leadership,tiki,6.000,6.000,100.00,100.00,74.31
EMP100176,Commercial,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,74.31
EMP100177,Commercial,Sales Supervisor,V,Cognitive Ability,iq,109.000,86.000,78.90,78.90,42.97
EMP100177,Commercial,Sales Supervisor,V,Leadership,tiki,6.000,3.000,50.00,50.00,42.97
EMP100177,Commercial,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,42.97
EMP100178,Technology,HRBP,III,Cognitive Ability,iq,109.000,106.000,97.25,97.25,43.53
EMP100178,Technology,HRBP,III,Leadership,tiki,6.000,2.000,33.33,33.33,43.53
EMP100178,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,43.53
EMP100179,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,null,0.00,0.00,11.11
EMP100179,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,2.000,33.33,33.33,11.11
EMP100179,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,11.11
EMP100181,Commercial,HRBP,III,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP100181,Commercial,HRBP,III,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP100181,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,44.44
EMP100182,Technology,HRBP,III,Cognitive Ability,iq,109.000,null,0.00,0.00,33.33
EMP100182,Technology,HRBP,III,Leadership,tiki,6.000,6.000,100.00,100.00,33.33
EMP100182,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,33.33
EMP100184,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,113.000,103.67,103.67,51.22
EMP100184,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,3.000,50.00,50.00,51.22
EMP100184,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,51.22
EMP100185,HR & Corp Affairs,Supply Planner,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,16.67
EMP100185,HR & Corp Affairs,Supply Planner,IV,Leadership,tiki,6.000,3.000,50.00,50.00,16.67
EMP100185,HR & Corp Affairs,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,16.67
EMP100188,Technology,Brand Executive,V,Cognitive Ability,iq,109.000,92.000,84.40,84.40,50.36
EMP100188,Technology,Brand Executive,V,Leadership,tiki,6.000,4.000,66.67,66.67,50.36
EMP100188,Technology,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,50.36
EMP100189,HR & Corp Affairs,Brand Executive,V,Cognitive Ability,iq,109.000,129.000,118.35,118.35,83.89
EMP100189,HR & Corp Affairs,Brand Executive,V,Leadership,tiki,6.000,2.000,33.33,33.33,83.89
EMP100189,HR & Corp Affairs,Brand Executive,V,Personality,disc_word,null,null,100.00,100.00,83.89
EMP100190,Technology,Sales Supervisor,III,Cognitive Ability,iq,109.000,112.000,102.75,102.75,62.03
EMP100190,Technology,Sales Supervisor,III,Leadership,tiki,6.000,5.000,83.33,83.33,62.03
EMP100190,Technology,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,62.03
EMP100191,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,138.000,126.61,126.61,75.54
EMP100191,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,6.000,100.00,100.00,75.54
EMP100191,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,75.54
EMP100192,Technology,Sales Supervisor,IV,Cognitive Ability,iq,109.000,111.000,101.83,101.83,45.06
EMP100192,Technology,Sales Supervisor,IV,Leadership,tiki,6.000,2.000,33.33,33.33,45.06
EMP100192,Technology,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,45.06
EMP100193,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,134.000,122.94,122.94,96.53
EMP100193,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,10.000,166.67,166.67,96.53
EMP100193,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,96.53
EMP100194,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,109.000,100.00,100.00,83.33
EMP100194,Commercial,Brand Executive,IV,Leadership,tiki,6.000,9.000,150.00,150.00,83.33
EMP100194,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,83.33
EMP100195,Commercial,Finance Officer,IV,Cognitive Ability,iq,109.000,124.000,113.76,113.76,82.36
EMP100195,Commercial,Finance Officer,IV,Leadership,tiki,6.000,8.000,133.33,133.33,82.36
EMP100195,Commercial,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,82.36
EMP100196,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,null,0.00,0.00,16.67
EMP100196,Commercial,Data Analyst,V,Leadership,tiki,6.000,3.000,50.00,50.00,16.67
EMP100196,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,16.67
EMP100198,Technology,Brand Executive,IV,Cognitive Ability,iq,109.000,87.000,79.82,79.82,76.61
EMP100198,Technology,Brand Executive,IV,Leadership,tiki,6.000,9.000,150.00,150.00,76.61
EMP100198,Technology,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,76.61
EMP100200,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Ability,iq,109.000,102.000,93.58,93.58,103.41
EMP100200,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,7.000,116.67,116.67,103.41
EMP100200,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,100.00,100.00,103.41
EMP100201,Technology,Brand Executive,V,Cognitive Ability,iq,109.000,101.000,92.66,92.66,80.89
EMP100201,Technology,Brand Executive,V,Leadership,tiki,6.000,9.000,150.00,150.00,80.89
EMP100201,Technology,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,80.89
EMP100202,Commercial,HRBP,III,Cognitive Ability,iq,109.000,111.000,101.83,101.83,45.06
EMP100202,Commercial,HRBP,III,Leadership,tiki,6.000,2.000,33.33,33.33,45.06
EMP100202,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,45.06
EMP100203,HR & Corp Affairs,Brand Executive,III,Cognitive Ability,iq,109.000,92.000,84.40,84.40,39.25
EMP100203,HR & Corp Affairs,Brand Executive,III,Leadership,tiki,6.000,2.000,33.33,33.33,39.25
EMP100203,HR & Corp Affairs,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,39.25
EMP100204,HR & Corp Affairs,HRBP,III,Cognitive Ability,iq,109.000,null,0.00,0.00,66.67
EMP100204,HR & Corp Affairs,HRBP,III,Leadership,tiki,6.000,6.000,100.00,100.00,66.67
EMP100204,HR & Corp Affairs,HRBP,III,Personality,disc_word,null,null,100.00,100.00,66.67
EMP100206,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,115.000,105.50,105.50,68.50
EMP100206,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,6.000,100.00,100.00,68.50
EMP100206,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,0.00,0.00,68.50
EMP100208,Technology,Brand Executive,IV,Cognitive Ability,iq,109.000,89.000,81.65,81.65,38.33
EMP100208,Technology,Brand Executive,IV,Leadership,tiki,6.000,2.000,33.33,33.33,38.33
EMP100208,Technology,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,38.33
EMP100209,HR & Corp Affairs,Supply Planner,III,Cognitive Ability,iq,109.000,126.000,115.60,115.60,71.87
EMP100209,HR & Corp Affairs,Supply Planner,III,Leadership,tiki,6.000,6.000,100.00,100.00,71.87
EMP100209,HR & Corp Affairs,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,71.87
EMP100210,Technology,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP100210,Technology,HRBP,IV,Leadership,tiki,6.000,7.000,116.67,116.67,38.89
EMP100210,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,38.89
EMP100211,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,135.000,123.85,123.85,52.40
EMP100211,Technology,Brand Executive,III,Leadership,tiki,6.000,2.000,33.33,33.33,52.40
EMP100211,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,52.40
EMP100212,Technology,Sales Supervisor,V,Cognitive Ability,iq,109.000,92.000,84.40,84.40,72.58
EMP100212,Technology,Sales Supervisor,V,Leadership,tiki,6.000,8.000,133.33,133.33,72.58
EMP100212,Technology,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,72.58
EMP100213,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,94.000,86.24,86.24,50.97
EMP100213,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,4.000,66.67,66.67,50.97
EMP100213,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,0.00,0.00,50.97
EMP100214,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,null,0.00,0.00,22.22
EMP100214,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,4.000,66.67,66.67,22.22
EMP100214,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,22.22
EMP100215,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,105.000,96.33,96.33,71.00
EMP100215,Commercial,Brand Executive,III,Leadership,tiki,6.000,7.000,116.67,116.67,71.00
EMP100215,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,71.00
EMP100216,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,111.000,101.83,101.83,61.72
EMP100216,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,5.000,83.33,83.33,61.72
EMP100216,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,61.72
EMP100217,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,5.56
EMP100217,Technology,Brand Executive,III,Leadership,tiki,6.000,1.000,16.67,16.67,5.56
EMP100217,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,5.56
EMP100219,HR & Corp Affairs,Sales Supervisor,IV,Cognitive Ability,iq,109.000,106.000,97.25,97.25,43.53
EMP100219,HR & Corp Affairs,Sales Supervisor,IV,Leadership,tiki,6.000,2.000,33.33,33.33,43.53
EMP100219,HR & Corp Affairs,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,43.53
EMP100221,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,119.000,109.17,109.17,64.17
EMP100221,Technology,Data Analyst,III,Leadership,tiki,6.000,5.000,83.33,83.33,64.17
EMP100221,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,64.17
EMP100223,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,96.000,88.07,88.07,73.80
EMP100223,Technology,Data Analyst,V,Leadership,tiki,6.000,8.000,133.33,133.33,73.80
EMP100223,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,73.80
EMP100225,Commercial,Supply Planner,V,Cognitive Ability,iq,109.000,123.000,112.84,112.84,59.84
EMP100225,Commercial,Supply Planner,V,Leadership,tiki,6.000,4.000,66.67,66.67,59.84
EMP100225,Commercial,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,59.84
EMP100226,Commercial,HRBP,III,Cognitive Ability,iq,109.000,124.000,113.76,113.76,82.36
EMP100226,Commercial,HRBP,III,Leadership,tiki,6.000,8.000,133.33,133.33,82.36
EMP100226,Commercial,HRBP,III,Personality,disc_word,null,null,0.00,0.00,82.36
EMP100228,Commercial,Data Analyst,IV,Cognitive Ability,iq,109.000,116.000,106.42,106.42,68.81
EMP100228,Commercial,Data Analyst,IV,Leadership,tiki,6.000,6.000,100.00,100.00,68.81
EMP100228,Commercial,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,68.81
EMP100230,Technology,Brand Executive,IV,Cognitive Ability,iq,109.000,90.000,82.57,82.57,66.41
EMP100230,Technology,Brand Executive,IV,Leadership,tiki,6.000,7.000,116.67,116.67,66.41
EMP100230,Technology,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,66.41
EMP100233,Technology,Supply Planner,IV,Cognitive Ability,iq,109.000,125.000,114.68,114.68,66.00
EMP100233,Technology,Supply Planner,IV,Leadership,tiki,6.000,5.000,83.33,83.33,66.00
EMP100233,Technology,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,66.00
EMP100237,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,140.000,128.44,128.44,48.37
EMP100237,Technology,Data Analyst,V,Leadership,tiki,6.000,1.000,16.67,16.67,48.37
EMP100237,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,48.37
EMP100238,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP100238,Commercial,Brand Executive,III,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP100238,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,27.78
EMP100239,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,16.67
EMP100239,Commercial,Brand Executive,IV,Leadership,tiki,6.000,3.000,50.00,50.00,16.67
EMP100239,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,16.67
EMP100243,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,116.000,106.42,106.42,63.25
EMP100243,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,5.000,83.33,83.33,63.25
EMP100243,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,63.25
EMP100244,Commercial,Finance Officer,IV,Cognitive Ability,iq,109.000,128.000,117.43,117.43,44.70
EMP100244,Commercial,Finance Officer,IV,Leadership,tiki,6.000,1.000,16.67,16.67,44.70
EMP100244,Commercial,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,44.70
EMP100246,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,82.000,75.23,75.23,63.97
EMP100246,Technology,Finance Officer,III,Leadership,tiki,6.000,7.000,116.67,116.67,63.97
EMP100246,Technology,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,63.97
